FileName,CostumerID,InvoiceID,Review,Stars,Mstars
review21108.dat,8170,INV-07494000024,2/5,2,5
review21109.dat,4033,INV-03159600021,5/5,5,5
review21110.dat,1871,S33471400018,3/5,3,5
review21111.dat,3438,S24994000137,5/5,5,5
review21112.dat,3984,S03701800045,5/5,5,5
review21113.dat,4239,INV-01643000023,3/5,3,5
review21114.dat,7151,S15228600007,3/5,3,5
review21115.dat,4709,S11369000006,5/5,5,5
review21116.dat,5665,S19754100043,1/5,1,5
review21117.dat,2172,S28456200022,1/5,1,5
review21118.dat,9577,S16348900134,4/5,4,5
review21119.dat,2320,S23359100098,1/5,1,5
review21120.dat,9044,INV-02980600043,2/5,2,5
review21121.dat,4944,INV-00184700239,1/5,1,5
review21122.dat,1833,S27759800009,5/5,5,5
review21123.dat,7899,S13664900058,5/5,5,5
review21124.dat,7000,S27346800003,4/5,4,5
review21125.dat,7468,S29868600088,5/5,5,5
review21126.dat,4880,S31641600001,3/5,3,5
review21127.dat,7093,INV-04328400076,3/5,3,5
review21128.dat,5912,S25618200133,2/5,2,5
review21129.dat,1961,S26392400033,3/5,3,5
review21130.dat,1472,S06793900049,5/5,5,5
review21131.dat,7297,S22599200002,1/5,1,5
review21132.dat,1408,S33482400124,5/5,5,5
review21133.dat,9316,S29076300035,5/5,5,5
review21134.dat,2734,S15515100026,1/5,1,5
review21135.dat,9524,S19920800026,1/5,1,5
review21136.dat,6221,S21368400017,4/5,4,5
review21137.dat,5950,S05661900059,5/5,5,5
review21138.dat,4248,S14899000143,2/5,2,5
review21139.dat,1428,S09930800174,1/5,1,5
review21140.dat,4718,INV-02165400012,3/5,3,5
review21141.dat,2611,S29553800099,4/5,4,5
review21142.dat,5459,INV-03808800180,3/5,3,5
review21143.dat,7912,S17687800020,2/5,2,5
review21144.dat,3632,S22369900080,4/5,4,5
review21145.dat,5905,INV-08396600017,2/5,2,5
review21146.dat,8207,S07716500003,2/5,2,5
review21147.dat,3542,S07974800136,4/5,4,5
review21148.dat,6586,S13775800009,2/5,2,5
review21149.dat,1884,S06067900041,3/5,3,5
review21150.dat,7265,S17971400098,5/5,5,5
review21151.dat,9788,S27956200010,1/5,1,5
review21152.dat,9686,S11056100221,3/5,3,5
review21153.dat,3341,S11510200066,4/5,4,5
review21154.dat,2945,S13400300002,3/5,3,5
review21155.dat,5050,INV-04723500178,4/5,4,5
review21156.dat,5383,S11024300089,2/5,2,5
review21157.dat,7486,S26507100079,4/5,4,5
review21158.dat,3650,S17489100009,1/5,1,5
review21159.dat,6047,INV-06452000134,5/5,5,5
review21160.dat,9431,S23235400185,3/5,3,5
review21161.dat,8222,S29041000042,2/5,2,5
review21162.dat,7984,S31399500083,3/5,3,5
review21163.dat,8171,INV-02159600086,5/5,5,5
review21164.dat,5713,S24468900007,3/5,3,5
review21165.dat,4544,S24593600012,1/5,1,5
review21166.dat,1853,S17371800029,3/5,3,5
review21167.dat,8877,S31637600018,3/5,3,5
review21168.dat,6589,INV-04065700003,4/5,4,5
review21169.dat,1100,S12694900046,3/5,3,5
review21170.dat,4347,S30167600002,4/5,4,5
review21171.dat,4249,INV-02923000061,5/5,5,5
review21172.dat,4042,S21801000036,2/5,2,5
review21173.dat,6273,S32662900018,4/5,4,5
review21174.dat,6478,S11859900006,2/5,2,5
review21175.dat,5463,INV-06438900069,5/5,5,5
review21176.dat,1926,S23360300029,1/5,1,5
review21177.dat,3754,S06893800024,4/5,4,5
review21178.dat,1625,S22203300009,1/5,1,5
review21179.dat,1996,INV-05530800003,4/5,4,5
review21180.dat,9999,S21413600037,1/5,1,5
review21181.dat,3392,S33297300009,2/5,2,5
review21182.dat,2015,S16733900070,4/5,4,5
review21183.dat,3077,S08712600001,2/5,2,5
review21184.dat,5195,S20587900002,2/5,2,5
review21185.dat,7602,S17730200093,4/5,4,5
review21186.dat,6192,S18322400043,1/5,1,5
review21187.dat,5582,S21051500045,1/5,1,5
review21188.dat,5970,S21719500001,2/5,2,5
review21189.dat,5043,INV-09055900002,2/5,2,5
review21190.dat,4429,S27182400156,5/5,5,5
review21191.dat,8190,S31032700014,1/5,1,5
review21192.dat,2386,S16971100034,2/5,2,5
review21193.dat,8047,S09851400060,5/5,5,5
review21194.dat,1320,INV-09060500080,5/5,5,5
review21195.dat,3448,S09471900062,5/5,5,5
review21196.dat,1865,S27182400109,4/5,4,5
review21197.dat,7155,S06350600201,4/5,4,5
review21198.dat,6740,S24231700019,3/5,3,5
review21199.dat,6079,S17498700139,2/5,2,5
review21200.dat,7949,S32231600031,4/5,4,5
review21201.dat,4080,INV-07913100025,5/5,5,5
review21202.dat,2465,S05176600041,1/5,1,5
review21203.dat,9788,INV-02008800001,2/5,2,5
review21204.dat,6673,INV-03684300009,1/5,1,5
review21205.dat,8698,S26650700015,1/5,1,5
review21206.dat,1187,S10136500013,4/5,4,5
review21207.dat,5277,S09349400061,4/5,4,5
review21208.dat,3616,S28872000058,4/5,4,5
review21209.dat,1606,INV-06853200006,3/5,3,5
review21210.dat,6527,S29256300003,4/5,4,5
review21211.dat,4567,INV-02236300048,5/5,5,5
review21212.dat,5134,INV-08102100028,3/5,3,5
review21213.dat,3379,S25474200021,5/5,5,5
review21214.dat,5497,S04161000047,1/5,1,5
review21215.dat,6794,S29925200013,2/5,2,5
review21216.dat,9992,INV-05916800112,4/5,4,5
review21217.dat,2278,S09930800081,4/5,4,5
review21218.dat,8545,S31332300018,4/5,4,5
review21219.dat,6357,S29663500107,5/5,5,5
review21220.dat,1353,S31885500100,4/5,4,5
review21221.dat,3780,S33506500181,2/5,2,5
review21222.dat,2669,S10617000022,5/5,5,5
review21223.dat,7462,S16866700044,2/5,2,5
review21224.dat,4302,S32135200015,1/5,1,5
review21225.dat,9996,S24725800020,3/5,3,5
review21226.dat,2383,INV-05130600019,4/5,4,5
review21227.dat,8189,S32081100010,5/5,5,5
review21228.dat,3514,INV-06182400015,5/5,5,5
review21229.dat,7497,S31086200006,2/5,2,5
review21230.dat,6638,INV-02164400010,3/5,3,5
review21231.dat,5823,S08172000091,3/5,3,5
review21232.dat,3013,S27489000023,3/5,3,5
review21233.dat,9272,S13076800106,3/5,3,5
review21234.dat,8356,S23056800006,2/5,2,5
review21235.dat,8643,INV-00390700031,5/5,5,5
review21236.dat,9048,INV-04925900039,3/5,3,5
review21237.dat,9110,S32262400085,1/5,1,5
review21238.dat,4066,INV-01199700019,3/5,3,5
review21239.dat,2505,S31758700050,5/5,5,5
review21240.dat,9690,S20058500012,2/5,2,5
review21241.dat,6566,INV-05249800020,2/5,2,5
review21242.dat,6400,S23486400013,1/5,1,5
review21243.dat,5919,INV-03294900144,5/5,5,5
review21244.dat,4386,INV-04857000012,5/5,5,5
review21245.dat,1926,INV-04603200009,1/5,1,5
review21246.dat,1403,S03508400095,2/5,2,5
review21247.dat,6898,S18945500020,2/5,2,5
review21248.dat,6862,INV-03550500013,3/5,3,5
review21249.dat,4616,S16733900018,1/5,1,5
review21250.dat,6145,S27445100009,3/5,3,5
review21251.dat,3230,S31156600010,5/5,5,5
review21252.dat,4517,INV-00459000086,4/5,4,5
review21253.dat,3997,S25791500051,1/5,1,5
review21254.dat,7609,INV-02548500055,1/5,1,5
review21255.dat,9353,S30912900047,2/5,2,5
review21256.dat,9446,INV-04195000008,5/5,5,5
review21257.dat,6704,S11099100062,4/5,4,5
review21258.dat,5745,S33380700036,2/5,2,5
review21259.dat,6586,S21392700054,3/5,3,5
review21260.dat,9431,INV-08910400178,3/5,3,5
review21261.dat,7825,S28486100012,2/5,2,5
review21262.dat,5806,S30216500028,2/5,2,5
review21263.dat,3835,S11097800008,5/5,5,5
review21264.dat,8195,INV-05384000089,2/5,2,5
review21265.dat,4140,S18950600029,1/5,1,5
review21266.dat,7658,S10255400137,1/5,1,5
review21267.dat,1105,INV-02013400135,5/5,5,5
review21268.dat,2940,INV-02311300053,2/5,2,5
review21269.dat,6891,INV-01423900027,1/5,1,5
review21270.dat,3884,S03447600026,5/5,5,5
review21271.dat,6308,S27897100001,1/5,1,5
review21272.dat,3925,S19629300132,5/5,5,5
review21273.dat,9066,S17235300068,3/5,3,5
review21274.dat,2419,INV-08996100003,3/5,3,5
review21275.dat,1929,S05547300119,2/5,2,5
review21276.dat,1684,S28218900060,2/5,2,5
review21277.dat,6253,S17724400231,1/5,1,5
review21278.dat,6320,S21656900164,3/5,3,5
review21279.dat,1070,S32140500130,3/5,3,5
review21280.dat,8383,S09976400028,5/5,5,5
review21281.dat,1864,S23353500014,3/5,3,5
review21282.dat,3432,S32224600057,2/5,2,5
review21283.dat,8160,INV-02789800020,3/5,3,5
review21284.dat,5517,S11100500014,3/5,3,5
review21285.dat,4443,S14771300020,1/5,1,5
review21286.dat,7586,S17853800202,4/5,4,5
review21287.dat,1047,S12596800013,3/5,3,5
review21288.dat,7098,S24587000012,4/5,4,5
review21289.dat,4819,S07420200006,5/5,5,5
review21290.dat,1472,S16848500006,1/5,1,5
review21291.dat,5881,S30915700019,5/5,5,5
review21292.dat,9242,S15515500017,5/5,5,5
review21293.dat,6075,S19218000016,2/5,2,5
review21294.dat,3411,S23160500038,5/5,5,5
review21295.dat,2404,INV-06040700080,3/5,3,5
review21296.dat,9799,S17546100047,1/5,1,5
review21297.dat,8817,S13413100024,4/5,4,5
review21298.dat,7274,S23859800031,5/5,5,5
review21299.dat,7524,S21141200010,2/5,2,5
review21300.dat,1336,S09980000029,1/5,1,5
review21301.dat,4589,INV-00180100014,1/5,1,5
review21302.dat,5904,S23316500037,4/5,4,5
review21303.dat,4101,S09036800015,4/5,4,5
review21304.dat,5439,S23360200026,1/5,1,5
review21305.dat,6314,S23903700010,1/5,1,5
review21306.dat,6699,S05734200022,1/5,1,5
review21307.dat,2310,S32517100026,5/5,5,5
review21308.dat,7131,S26109900043,4/5,4,5
review21309.dat,3216,S10019100009,5/5,5,5
review21310.dat,7135,S18222400015,5/5,5,5
review21311.dat,4660,S27550000050,1/5,1,5
review21312.dat,1327,S14885900004,1/5,1,5
review21313.dat,8319,S12394700036,3/5,3,5
review21314.dat,4118,S08837500033,3/5,3,5
review21315.dat,9245,INV-04463000174,3/5,3,5
review21316.dat,4215,S25623800022,2/5,2,5
review21317.dat,4368,S32142200030,1/5,1,5
review21318.dat,9522,INV-06582900001,3/5,3,5
review21319.dat,8910,S12134300054,5/5,5,5
review21320.dat,8177,S24241600006,4/5,4,5
review21321.dat,4709,S18342700022,1/5,1,5
review21322.dat,8908,S23739900057,1/5,1,5
review21323.dat,6099,S18094000054,1/5,1,5
review21324.dat,6515,S07436600012,3/5,3,5
review21325.dat,3125,INV-01860000013,5/5,5,5
review21326.dat,5942,S04356700027,2/5,2,5
review21327.dat,1197,S33370200032,3/5,3,5
review21328.dat,3835,S21527200018,2/5,2,5
review21329.dat,6886,INV-04201600001,5/5,5,5
review21330.dat,3634,INV-06443000015,5/5,5,5
review21331.dat,9572,INV-08818400072,2/5,2,5
review21332.dat,3655,S33383400060,3/5,3,5
review21333.dat,1611,INV-05790100199,3/5,3,5
review21334.dat,1959,S22906300141,5/5,5,5
review21335.dat,4599,S18184100022,5/5,5,5
review21336.dat,1463,S14914900012,5/5,5,5
review21337.dat,9099,S05591900106,4/5,4,5
review21338.dat,7841,INV-05914900095,2/5,2,5
review21339.dat,3821,S25898000156,4/5,4,5
review21340.dat,1474,S21281000090,5/5,5,5
review21341.dat,4870,S13176600003,2/5,2,5
review21342.dat,1111,INV-07913600075,3/5,3,5
review21343.dat,8963,S31058700036,5/5,5,5
review21344.dat,9368,INV-01066700026,4/5,4,5
review21345.dat,7241,INV-05245600080,5/5,5,5
review21346.dat,4603,S29804000020,4/5,4,5
review21347.dat,7094,INV-05238300061,5/5,5,5
review21348.dat,9643,S22913600072,3/5,3,5
review21349.dat,8624,S30748300025,4/5,4,5
review21350.dat,2862,S22383500006,1/5,1,5
review21351.dat,3969,S25422000049,1/5,1,5
review21352.dat,1459,INV-03302800030,4/5,4,5
review21353.dat,1590,INV-01775100004,5/5,5,5
review21354.dat,3362,INV-09495100068,3/5,3,5
review21355.dat,9061,S05017000024,3/5,3,5
review21356.dat,8142,INV-07228500110,2/5,2,5
review21357.dat,3456,S20324800007,2/5,2,5
review21358.dat,2013,S10720300078,4/5,4,5
review21359.dat,8670,INV-02540900021,5/5,5,5
review21360.dat,9397,S07586700046,3/5,3,5
review21361.dat,1426,S30569400100,2/5,2,5
review21362.dat,6565,S15703800025,2/5,2,5
review21363.dat,9529,S19508900039,3/5,3,5
review21364.dat,9014,S07979400026,3/5,3,5
review21365.dat,6436,INV-08102600016,5/5,5,5
review21366.dat,4158,S26248400091,1/5,1,5
review21367.dat,9229,S08432400049,3/5,3,5
review21368.dat,9281,S14253800074,2/5,2,5
review21369.dat,4589,S29039400001,4/5,4,5
review21370.dat,4642,S31922800002,1/5,1,5
review21371.dat,9018,S12730400037,1/5,1,5
review21372.dat,3549,S18701000134,5/5,5,5
review21373.dat,7893,S23976700030,1/5,1,5
review21374.dat,5697,S20915400018,4/5,4,5
review21375.dat,4032,S08570100028,2/5,2,5
review21376.dat,8830,S31758800032,4/5,4,5
review21377.dat,5024,S25089400089,3/5,3,5
review21378.dat,8189,S24829400029,3/5,3,5
review21379.dat,6266,S07715600037,1/5,1,5
review21380.dat,6913,S29112800124,4/5,4,5
review21381.dat,5574,INV-03170700015,5/5,5,5
review21382.dat,3148,S08485700019,2/5,2,5
review21383.dat,1240,S23986400132,2/5,2,5
review21384.dat,1612,S15568000068,5/5,5,5
review21385.dat,1734,INV-09070000081,2/5,2,5
review21386.dat,2374,S05138800025,5/5,5,5
review21387.dat,2344,S14008200055,4/5,4,5
review21388.dat,3519,S07578600033,5/5,5,5
review21389.dat,9688,S20393700008,2/5,2,5
review21390.dat,3336,S18827900076,3/5,3,5
review21391.dat,3309,S04683000002,5/5,5,5
review21392.dat,9571,S13079000023,1/5,1,5
review21393.dat,6220,S18948100083,5/5,5,5
review21394.dat,2059,INV-07685900014,3/5,3,5
review21395.dat,7874,INV-08183100044,2/5,2,5
review21396.dat,7740,S25228500071,1/5,1,5
review21397.dat,5669,S11728100095,3/5,3,5
review21398.dat,8301,S08524500186,5/5,5,5
review21399.dat,3502,S23962800027,2/5,2,5
review21400.dat,8834,S30043800061,2/5,2,5
review21401.dat,7658,S06501600089,1/5,1,5
review21402.dat,1610,S27327700004,2/5,2,5
review21403.dat,7820,S28556500011,1/5,1,5
review21404.dat,1483,S11889400022,4/5,4,5
review21405.dat,3925,S04347000015,2/5,2,5
review21406.dat,8306,S31520800009,3/5,3,5
review21407.dat,5419,S13281600131,4/5,4,5
review21408.dat,3980,S31155400026,1/5,1,5
review21409.dat,7819,S29543600169,5/5,5,5
review21410.dat,6707,S12003500030,1/5,1,5
review21411.dat,3907,S09467900132,3/5,3,5
review21412.dat,7729,S09424600066,2/5,2,5
review21413.dat,1745,S16079600107,1/5,1,5
review21414.dat,1751,S05176600050,4/5,4,5
review21415.dat,8139,INV-06710100015,1/5,1,5
review21416.dat,4223,INV-00182500008,3/5,3,5
review21417.dat,1478,S14778500013,3/5,3,5
review21418.dat,3480,S33482400077,3/5,3,5
review21419.dat,5818,S29541800039,3/5,3,5
review21420.dat,5474,S19996300053,5/5,5,5
review21421.dat,2098,S22211900174,4/5,4,5
review21422.dat,6170,S19204700062,5/5,5,5
review21423.dat,5764,S09611700069,1/5,1,5
review21424.dat,9695,S28449600039,3/5,3,5
review21425.dat,4848,INV-00068900038,5/5,5,5
review21426.dat,8415,S27397200020,5/5,5,5
review21427.dat,1857,S14898500168,1/5,1,5
review21428.dat,3254,S28722800046,5/5,5,5
review21429.dat,4377,INV-04727900051,5/5,5,5
review21430.dat,4371,INV-08620000031,2/5,2,5
review21431.dat,3100,S32292100030,4/5,4,5
review21432.dat,8158,S21786300047,5/5,5,5
review21433.dat,9472,INV-06450300147,4/5,4,5
review21434.dat,8049,S06868400176,4/5,4,5
review21435.dat,4436,INV-00760300004,1/5,1,5
review21436.dat,3723,S13043400063,3/5,3,5
review21437.dat,9905,S32392900099,3/5,3,5
review21438.dat,8973,INV-00584000025,4/5,4,5
review21439.dat,9783,S08619600007,4/5,4,5
review21440.dat,9691,S09723800003,4/5,4,5
review21441.dat,7333,S13651200040,5/5,5,5
review21442.dat,7567,S24994400015,3/5,3,5
review21443.dat,5075,S27668700033,2/5,2,5
review21444.dat,1386,INV-07434400006,5/5,5,5
review21445.dat,9404,S15185900019,2/5,2,5
review21446.dat,4320,S30581900037,4/5,4,5
review21447.dat,4879,S28054200102,3/5,3,5
review21448.dat,5042,S11244400034,3/5,3,5
review21449.dat,9786,S20016100073,3/5,3,5
review21450.dat,2518,S32747600034,2/5,2,5
review21451.dat,8332,S19077700037,4/5,4,5
review21452.dat,4614,S16442300008,3/5,3,5
review21453.dat,5542,S26734600020,2/5,2,5
review21454.dat,2260,INV-08688500175,4/5,4,5
review21455.dat,9095,S26055400007,3/5,3,5
review21456.dat,7305,S08257200009,3/5,3,5
review21457.dat,6398,S33617300011,4/5,4,5
review21458.dat,5855,S32010600060,3/5,3,5
review21459.dat,5753,S21046600011,1/5,1,5
review21460.dat,7565,S21147400033,3/5,3,5
review21461.dat,3431,INV-05921900065,5/5,5,5
review21462.dat,5786,S18410000036,3/5,3,5
review21463.dat,7206,S29664100084,3/5,3,5
review21464.dat,7309,INV-04855600019,4/5,4,5
review21465.dat,8726,INV-05523800074,4/5,4,5
review21466.dat,6706,S16440600010,2/5,2,5
review21467.dat,9061,S20130600058,2/5,2,5
review21468.dat,7645,S13553400104,5/5,5,5
review21469.dat,4473,INV-07165700031,2/5,2,5
review21470.dat,5267,S27447400062,5/5,5,5
review21471.dat,8057,INV-05801500016,2/5,2,5
review21472.dat,2088,S27445500096,5/5,5,5
review21473.dat,3093,INV-08553600072,4/5,4,5
review21474.dat,5166,S08975000013,5/5,5,5
review21475.dat,9750,INV-02158500075,4/5,4,5
review21476.dat,4809,S19207500103,5/5,5,5
review21477.dat,8753,S33106100014,2/5,2,5
review21478.dat,8078,S32373600008,2/5,2,5
review21479.dat,9376,S15695700021,5/5,5,5
review21480.dat,5316,S04235200032,3/5,3,5
review21481.dat,1229,S16582500016,4/5,4,5
review21482.dat,3730,INV-09070800007,4/5,4,5
review21483.dat,3536,S09504700063,2/5,2,5
review21484.dat,5489,INV-08536900048,5/5,5,5
review21485.dat,5498,S33991900003,3/5,3,5
review21486.dat,4312,INV-08397400007,5/5,5,5
review21487.dat,9206,S17477900019,2/5,2,5
review21488.dat,1409,S24365800047,3/5,3,5
review21489.dat,6745,S22317700026,5/5,5,5
review21490.dat,9702,S12899600012,5/5,5,5
review21491.dat,4526,S32404800094,1/5,1,5
review21492.dat,9492,S06585000002,4/5,4,5
review21493.dat,2082,INV-04066700004,1/5,1,5
review21494.dat,4011,INV-02450700184,2/5,2,5
review21495.dat,3623,S33485800098,4/5,4,5
review21496.dat,7101,S06416800150,2/5,2,5
review21497.dat,8333,S04539600080,3/5,3,5
review21498.dat,8040,S26125300002,4/5,4,5
review21499.dat,3389,S29075400033,4/5,4,5
review21500.dat,7876,S13892200003,5/5,5,5
review21501.dat,9508,S25549100009,5/5,5,5
review21502.dat,1829,S08744600021,3/5,3,5
review21503.dat,1765,S11310600013,5/5,5,5
review21504.dat,8774,S22547200018,3/5,3,5
review21505.dat,1514,INV-01202300037,2/5,2,5
review21506.dat,8594,S19351200015,1/5,1,5
review21507.dat,5403,S27254900076,5/5,5,5
review21508.dat,6238,S17240100012,5/5,5,5
review21509.dat,8608,S05948700027,2/5,2,5
review21510.dat,5822,INV-09368100109,3/5,3,5
review21511.dat,5742,S29259100012,1/5,1,5
review21512.dat,5905,S33296500001,1/5,1,5
review21513.dat,9759,S24667900010,2/5,2,5
review21514.dat,7836,S09268600158,4/5,4,5
review21515.dat,3995,INV-03170600006,5/5,5,5
review21516.dat,6289,S07444200068,3/5,3,5
review21517.dat,6192,S20887900179,1/5,1,5
review21518.dat,8021,S10968400007,1/5,1,5
review21519.dat,7484,S14647900074,1/5,1,5
review21520.dat,2120,S11369000003,1/5,1,5
review21521.dat,5830,S13649000135,3/5,3,5
review21522.dat,9996,S09471900097,3/5,3,5
review21523.dat,4302,INV-02449000140,2/5,2,5
review21524.dat,7669,S13400000061,3/5,3,5
review21525.dat,9138,S29239200012,2/5,2,5
review21526.dat,5936,INV-06582800066,5/5,5,5
review21527.dat,3667,S10939300223,2/5,2,5
review21528.dat,3926,INV-07576900003,2/5,2,5
review21529.dat,4471,INV-03818000040,3/5,3,5
review21530.dat,4597,S10902700089,1/5,1,5
review21531.dat,2320,INV-01142400032,2/5,2,5
review21532.dat,8941,INV-03818700042,1/5,1,5
review21533.dat,5068,INV-08553200021,1/5,1,5
review21534.dat,8116,S23474600005,3/5,3,5
review21535.dat,9637,S28416600039,3/5,3,5
review21536.dat,8870,S27162000003,4/5,4,5
review21537.dat,9983,S28739300088,3/5,3,5
review21538.dat,3174,S06913900139,4/5,4,5
review21539.dat,3498,S31402800102,3/5,3,5
review21540.dat,2991,S30981700001,2/5,2,5
review21541.dat,1645,S16957300025,1/5,1,5
review21542.dat,9431,S08206000004,5/5,5,5
review21543.dat,4218,S22316000100,4/5,4,5
review21544.dat,1413,S24032200020,1/5,1,5
review21545.dat,6001,INV-01496200093,5/5,5,5
review21546.dat,9404,S30408300058,2/5,2,5
review21547.dat,1912,S13542300051,5/5,5,5
review21548.dat,3440,S32754200014,3/5,3,5
review21549.dat,5007,S09855100045,5/5,5,5
review21550.dat,4080,INV-04400900058,3/5,3,5
review21551.dat,8857,S08206000290,4/5,4,5
review21552.dat,3010,INV-08246600127,3/5,3,5
review21553.dat,6994,S06486100068,1/5,1,5
review21554.dat,8818,INV-02664500003,4/5,4,5
review21555.dat,5461,S17799400009,3/5,3,5
review21556.dat,7549,S16238900083,1/5,1,5
review21557.dat,6735,INV-00460500025,3/5,3,5
review21558.dat,9406,S16733300087,3/5,3,5
review21559.dat,5379,INV-00458600030,5/5,5,5
review21560.dat,1619,S07191800143,4/5,4,5
review21561.dat,9353,INV-07228300041,5/5,5,5
review21562.dat,1955,S06190500032,2/5,2,5
review21563.dat,6990,INV-04342000016,4/5,4,5
review21564.dat,6745,S07976400113,1/5,1,5
review21565.dat,3671,INV-02457600030,1/5,1,5
review21566.dat,2340,S25033300006,2/5,2,5
review21567.dat,8876,S21001300087,1/5,1,5
review21568.dat,9210,S08568800093,2/5,2,5
review21569.dat,8718,INV-03169500017,5/5,5,5
review21570.dat,7912,INV-03751600028,3/5,3,5
review21571.dat,6257,INV-01872600106,4/5,4,5
review21572.dat,9671,S19482300125,3/5,3,5
review21573.dat,8299,S22486800019,1/5,1,5
review21574.dat,5121,S11697500018,5/5,5,5
review21575.dat,3104,S12172800050,1/5,1,5
review21576.dat,6239,S17847800032,4/5,4,5
review21577.dat,9075,S17156900062,1/5,1,5
review21578.dat,5707,S10128300020,4/5,4,5
review21579.dat,1982,S17371900051,1/5,1,5
review21580.dat,6472,S30627800002,3/5,3,5
review21581.dat,8192,S27981000106,2/5,2,5
review21582.dat,7067,S32873800042,2/5,2,5
review21583.dat,1144,INV-08820800026,5/5,5,5
review21584.dat,9463,S23226300003,1/5,1,5
review21585.dat,5476,S15719900001,3/5,3,5
review21586.dat,8447,S17986100049,1/5,1,5
review21587.dat,6329,S24600700165,5/5,5,5
review21588.dat,9580,INV-08404700082,4/5,4,5
review21589.dat,1320,S26508800146,1/5,1,5
review21590.dat,2464,S27550000233,3/5,3,5
review21591.dat,8035,INV-02539700016,4/5,4,5
review21592.dat,3921,S15849400008,2/5,2,5
review21593.dat,7025,S31019200037,3/5,3,5
review21594.dat,1741,INV-01497100056,1/5,1,5
review21595.dat,5993,INV-02912700010,1/5,1,5
review21596.dat,3606,S17859600007,3/5,3,5
review21597.dat,2805,S09086900019,5/5,5,5
review21598.dat,8469,INV-01650300080,3/5,3,5
review21599.dat,6307,S21142900170,1/5,1,5
review21600.dat,9550,S09416900006,5/5,5,5
review21601.dat,5849,S18408000009,5/5,5,5
review21602.dat,6491,S09734700057,5/5,5,5
review21603.dat,4250,S15777400019,5/5,5,5
review21604.dat,1866,INV-07365000012,1/5,1,5
review21605.dat,2504,INV-01211100123,4/5,4,5
review21606.dat,1925,INV-01870200012,2/5,2,5
review21607.dat,9210,INV-05523800079,2/5,2,5
review21608.dat,4454,INV-01080100021,5/5,5,5
review21609.dat,4425,S33359500094,2/5,2,5
review21610.dat,5294,S20022200004,5/5,5,5
review21611.dat,6072,S07780500039,5/5,5,5
review21612.dat,1887,S19356100066,5/5,5,5
review21613.dat,1431,S11283300110,2/5,2,5
review21614.dat,5970,INV-05517500052,2/5,2,5
review21615.dat,3816,INV-05130600172,2/5,2,5
review21616.dat,1820,S27304200148,1/5,1,5
review21617.dat,6394,S06544200016,3/5,3,5
review21618.dat,9427,S06058000011,4/5,4,5
review21619.dat,9458,S26757000079,1/5,1,5
review21620.dat,9125,INV-03041600079,3/5,3,5
review21621.dat,9607,S25691100038,5/5,5,5
review21622.dat,6535,S33252600045,4/5,4,5
review21623.dat,4746,S30168900087,1/5,1,5
review21624.dat,2794,S23993900085,3/5,3,5
review21625.dat,9621,S20087800030,1/5,1,5
review21626.dat,4423,S18699500138,2/5,2,5
review21627.dat,3498,S32811400011,3/5,3,5
review21628.dat,2571,S09733000024,1/5,1,5
review21629.dat,6064,S26899800145,2/5,2,5
review21630.dat,1153,S32944400039,4/5,4,5
review21631.dat,9420,S21270900104,5/5,5,5
review21632.dat,2005,S32882200048,3/5,3,5
review21633.dat,8122,S14046600108,4/5,4,5
review21634.dat,1827,S09930800148,4/5,4,5
review21635.dat,4007,INV-02458200026,4/5,4,5
review21636.dat,6616,S04684800105,2/5,2,5
review21637.dat,2209,S21540700165,4/5,4,5
review21638.dat,6788,S21307200025,1/5,1,5
review21639.dat,4629,INV-00391200005,4/5,4,5
review21640.dat,2113,S09724900009,3/5,3,5
review21641.dat,1954,INV-07912600045,3/5,3,5
review21642.dat,4512,INV-05382300019,5/5,5,5
review21643.dat,8377,S24423500002,5/5,5,5
review21644.dat,6866,INV-05252300113,1/5,1,5
review21645.dat,3248,INV-04193400009,3/5,3,5
review21646.dat,4897,S23635700005,3/5,3,5
review21647.dat,6884,S17850500102,1/5,1,5
review21648.dat,6931,S17596000008,4/5,4,5
review21649.dat,6767,S10881600082,2/5,2,5
review21650.dat,5544,S12769800010,2/5,2,5
review21651.dat,6899,S12223200001,1/5,1,5
review21652.dat,9851,S31166200021,3/5,3,5
review21653.dat,2120,S07074000016,4/5,4,5
review21654.dat,6207,S23003400161,3/5,3,5
review21655.dat,3956,S20058500002,3/5,3,5
review21656.dat,3889,S09426000051,5/5,5,5
review21657.dat,4830,S30051800105,4/5,4,5
review21658.dat,3816,S28023200007,4/5,4,5
review21659.dat,2740,S18704500039,3/5,3,5
review21660.dat,3640,S18351100134,3/5,3,5
review21661.dat,2315,S06623900076,4/5,4,5
review21662.dat,4210,S08975400075,4/5,4,5
review21663.dat,6740,S24840900070,5/5,5,5
review21664.dat,5050,INV-01712900009,2/5,2,5
review21665.dat,5951,INV-03680600031,2/5,2,5
review21666.dat,1751,INV-06845800179,1/5,1,5
review21667.dat,8344,INV-00193800103,5/5,5,5
review21668.dat,2340,S04757500052,2/5,2,5
review21669.dat,6424,S04815700002,3/5,3,5
review21670.dat,1505,S12129300010,3/5,3,5
review21671.dat,9261,S28054200042,4/5,4,5
review21672.dat,4455,S12213200136,5/5,5,5
review21673.dat,8993,S08846700015,5/5,5,5
review21674.dat,1728,S22926300003,2/5,2,5
review21675.dat,6763,S13190300122,1/5,1,5
review21676.dat,5627,S07721500050,3/5,3,5
review21677.dat,5446,INV-08099800065,3/5,3,5
