Item_id,Item_Description,Category,Pack,Bottle_Volume_ml,Bottle_Cost,Bottle_Retail_Price
44539,Sebastian's Energy Booster,Energy Drink,12,750.0,2.46,3.69
44557,Kamina's Energy,Energy Drink,12,750.0,2.46,3.69
44561,Kanade's Energy Booster,Energy Drink,12,750.0,2.46,3.69
44565,Kanade's Energy,Energy Drink,12,750.0,2.39,3.68
44568,Kaname's Energy Booster,Energy Drink,12,750.0,2.46,3.69
44603,Chopper's Energy Booster,Energy Drink,12,1000.0,2.12,3.18
44657,Madoka's Energy Booster,Energy Drink,12,1000.0,2.49,3.74
44658,Madoka's Energy,Energy Drink,6,1750.0,3.05,4.57
44660,Maes's Energy Booster,Energy Drink,12,750.0,2.2,3.3
44662,Kaname's Energy,Energy Drink,12,1000.0,2.49,3.74
44664,Kanan's Energy Booster,Energy Drink,12,1000.0,1.5,
44667,Kanan's Energy,Energy Drink,12,1000.0,2.49,3.74
44697,Kanna's Energy Booster,Energy Drink,12,1000.0,2.52,3.78
45245,Chopper's Energy,Energy Drink,12,750.0,2.04,3.06
45246,Ciel's Energy Booster,Energy Drink,12,750.0,2.11,3.16
45247,Ciel's Energy,Energy Drink,12,1000.0,2.11,3.16
45248,Conan's Energy Booster,Energy Drink,6,1750.0,2.63,3.94
45274,Conan's Energy,Energy Drink,24,375.0,1.9,2.84
45275,Daiki's Energy Booster,Energy Drink,12,750.0,2.09,3.14
45276,Daiki's Energy,Energy Drink,12,750.0,2.04,3.06
45277,Dante's Energy Booster,Energy Drink,12,1000.0,2.11,3.16
45278,Dante's Energy,Energy Drink,6,1750.0,2.57,3.85
45418,Deishuu's Energy Booster,Energy Drink,6,1750.0,2.6,3.9
45419,Deishuu's Energy,Energy Drink,12,1000.0,2.13,3.2
45869,Dia's Energy Booster,Energy Drink,6,500.0,2.16,3.24
45870,Dia's Energy,Energy Drink,12,750.0,2.28,3.42
45884,Maes's Energy,Energy Drink,24,375.0,2.18,3.27
45886,Maki's Energy Booster,Energy Drink,12,750.0,2.64,4.12
45887,Maki's Energy,Energy Drink,12,1000.0,3.08,4.62
45888,Mako's Energy Booster,Energy Drink,6,1750.0,4.21,6.32
45950,Kanna's Energy,Energy Drink,12,750.0,2.35,3.53
45995,Kaori's Energy Booster,Energy Drink,12,750.0,2.39,3.59
46008,Kaori's Energy,Energy Drink,6,750.0,3.57,5.36
46019,Karma's Energy Booster,Energy Drink,6,750.0,2.96,4.44
46041,Karma's Energy,Energy Drink,12,750.0,3.12,4.68
46044,Mako's Energy,Energy Drink,12,750.0,3.12,4.68
46105,Kazuma's Energy Booster,Energy Drink,12,750.0,2.36,3.54
46112,Dio's Energy Booster,Energy Drink,6,750.0,3.97,5.96
46113,Dio's Energy,Energy Drink,6,750.0,3.09,4.63
46140,Eater's Energy Booster,Energy Drink,12,750.0,2.06,3.09
46142,Eater's Energy,Energy Drink,6,1750.0,2.54,3.81
46144,Kazuma's Energy,Energy Drink,6,1750.0,2.54,3.81
46350,Edward's Energy Booster,Energy Drink,6,1750.0,2.58,3.87
46351,Edward's Energy,Energy Drink,12,1000.0,2.09,3.14
46430,Kazuto's Energy Booster,Energy Drink,12,750.0,2.85,4.28
46432,Kazuto's Energy,Energy Drink,12,750.0,2.92,4.38
46434,Keima's Energy Booster,Energy Drink,12,750.0,2.92,4.38
46497,Makoto's Energy Booster,Energy Drink,12,750.0,2.91,4.37
46499,Makoto's Energy,Energy Drink,6,1750.0,3.73,5.6
46502,Mamoru's Energy Booster,Energy Drink,4,750.0,3.01,4.52
46503,Mamoru's Energy,Energy Drink,12,375.0,2.35,3.53
46504,Mari's Energy Booster,Energy Drink,12,750.0,2.91,4.36
46506,Mari's Energy,Energy Drink,6,1750.0,3.73,5.6
46685,Mashiro's Energy Booster,Energy Drink,6,750.0,3.78,5.67
46686,Mashiro's Energy,Energy Drink,6,750.0,3.52,5.28
46687,Mayoi's Energy Booster,Energy Drink,6,750.0,4.04,6.06
46750,Mayoi's Energy,Energy Drink,12,750.0,4.62,6.93
46753,Eikichi's Energy Booster,Energy Drink,12,750.0,2.22,3.33
46915,Eikichi's Energy,Energy Drink,12,750.0,3.7,5.55
46939,Emilia's Energy Booster,Energy Drink,12,750.0,3.2,4.8
47775,Takumi's Orange Soda,Orange Soda,12,375.0,3.13,4.7
47776,Megumin's Orange Soda,Orange Soda,12,750.0,4.24,6.36
47780,Tamaki's Orange Soda,Orange Soda,12,50.0,4.31,6.46
47782,Mei's Orange Soda,Orange Soda,48,100.0,1.84,2.76
47785,Meiko's Orange Soda,Orange Soda,12,375.0,2.51,3.77
47786,Meliodas's Orange Soda,Orange Soda,12,750.0,3.57,5.36
47788,Tanya's Orange Soda,Orange Soda,6,1750.0,5.94,8.91
47790,Meruem's Orange Soda,Orange Soda,24,200.0,2.06,3.09
47806,Haruko's Ginger Beer,Ginger Ale,6,750.0,15.58,23.37
47861,Hideko's Ginger Beer,Ginger Ale,24,200.0,2.84,4.26
47863,Mikasa's Orange Soda,Orange Soda,12,375.0,3.8,5.7
47865,Mikoto's Orange Soda,Orange Soda,6,750.0,6.01,9.02
48095,Minato's Orange Soda,Orange Soda,12,750.0,3.9,5.85
48099,Minene's Orange Soda,Orange Soda,24,200.0,2.2,3.3
48101,Mio's Orange Soda,Orange Soda,10,600.0,5.3,7.95
48102,Mirai's Orange Soda,Orange Soda,8,1200.0,6.82,10.23
48103,Misaki's Orange Soda,Orange Soda,48,200.0,2.2,3.3
48104,Misato's Orange Soda,Orange Soda,24,375.0,2.73,4.1
48105,Motoko's Orange Soda,Orange Soda,12,375.0,2.84,4.26
48106,Mugen's Orange Soda,Orange Soda,12,750.0,3.93,5.9
48107,Tatsuhiro's Orange Soda,Orange Soda,12,1000.0,4.67,7.01
48108,Nagisa's Orange Soda,Orange Soda,6,1750.0,7.56,11.34
48115,Nagito's Orange Soda,Orange Soda,12,375.0,3.82,5.73
48116,Nami's Orange Soda,Orange Soda,12,750.0,5.45,8.18
48122,Nana's Orange Soda,Orange Soda,12,750.0,15.59,23.39
48143,Tatsuya's Orange Soda,Orange Soda,24,200.0,2.77,4.16
48144,Nao's Orange Soda,Orange Soda,24,375.0,3.79,5.69
48146,Naruto's Orange Soda,Orange Soda,12,750.0,4.6,6.9
48154,Natsu's Orange Soda,Orange Soda,12,375.0,3.19,4.79
48164,Niko's Orange Soda,Orange Soda,12,750.0,5.87,8.8
48178,Nozomi's Orange Soda,Orange Soda,12,750.0,4.18,6.27
48181,Kanan's Fruit Punch,Fruit Punch,12,750.0,4.18,6.27
48182,Kanan's Berry Mix,Fruit Punch,12,375.0,4.67,7.01
48183,Kanan's Tropical Fruit Punch,Fruit Punch,12,750.0,7.14,10.71
48185,Tetsuya's Orange Soda,Orange Soda,12,750.0,4.25,6.38
49083,Tobio's Orange Soda,Orange Soda,24,200.0,2.48,3.72
49084,Nozomu's Orange Soda,Orange Soda,12,375.0,3.32,4.98
49086,Osamu's Orange Soda,Orange Soda,6,750.0,5.3,7.95
49156,Rei's Orange Soda,Orange Soda,12,750.0,15.32,22.98
49175,Rem's Orange Soda,Orange Soda,12,375.0,2.87,4.3
49176,Rena's Orange Soda,Orange Soda,12,750.0,4.11,6.17
49182,Revy's Orange Soda,Orange Soda,24,100.0,1.96,2.94
49185,Ria's Orange Soda,Orange Soda,12,375.0,2.97,4.46
49186,Rias's Orange Soda,Orange Soda,12,750.0,4.44,6.66
49189,Rider's Orange Soda,Orange Soda,24,200.0,2.26,3.39
49373,Tomoe's Orange Soda,Orange Soda,24,200.0,1.97,2.96
49374,Tomoko's Orange Soda,Orange Soda,12,375.0,2.3,3.45
49376,Tomoya's Orange Soda,Orange Soda,12,750.0,3.35,5.03
49712,Tomoyo's Orange Soda,Orange Soda,12,750.0,3.26,4.89
50375,Rika's Orange Soda,Orange Soda,6,750.0,4.01,6.02
50686,Rikka's Orange Soda,Orange Soda,12,750.0,2.49,3.74
51120,Riko's Orange Soda,Orange Soda,6,750.0,4.86,7.29
51184,Tooru's Orange Soda,Orange Soda,6,1000.0,3.33,5.0
51193,Rin's Orange Soda,Orange Soda,6,375.0,4.16,6.24
51196,Rintarou's Orange Soda,Orange Soda,6,375.0,4.16,6.24
51197,Robin's Orange Soda,Orange Soda,6,375.0,4.16,6.24
51199,Roy's Orange Soda,Orange Soda,6,375.0,4.16,6.24
51201,Ruby's Orange Soda,Orange Soda,6,375.0,4.16,6.24
51202,Rukia's Orange Soda,Orange Soda,6,375.0,4.16,6.24
51506,Ruri's Orange Soda,Orange Soda,12,750.0,2.7,4.05
51606,Touka's Orange Soda,Orange Soda,6,1000.0,4.18,6.27
51696,Ryuk's Orange Soda,Orange Soda,12,750.0,2.35,3.53
51708,Ryuuji's Orange Soda,Orange Soda,6,750.0,3.61,5.42
51710,Ryuuko's Orange Soda,Orange Soda,6,750.0,3.61,5.42
51712,Saber's Orange Soda,Orange Soda,6,750.0,3.19,4.78
51714,Saeko's Orange Soda,Orange Soda,6,750.0,3.97,5.96
52146,Esdeath's Orange Soda,Orange Soda,12,750.0,2.28,3.42
52186,Françoise's Orange Soda,Orange Soda,12,750.0,2.48,3.72
52199,Johan's Orange Soda,Orange Soda,48,100.0,1.64,2.46
52216,Gaara's Orange Soda,Orange Soda,6,750.0,4.14,6.21
52312,Gilgamesh's Orange Soda,Orange Soda,24,200.0,1.75,2.62
52314,Joseph's Orange Soda,Orange Soda,24,375.0,1.96,2.94
52316,Ginko's Orange Soda,Orange Soda,12,750.0,2.28,3.42
52317,Gintoki's Orange Soda,Orange Soda,12,1000.0,2.5,3.75
52318,Gohan's Orange Soda,Orange Soda,6,1750.0,2.96,4.66
52319,Gokuu's Orange Soda,Orange Soda,12,1000.0,2.48,3.72
52563,Gon's Orange Soda,Orange Soda,12,750.0,2.63,3.94
52579,Gray's Orange Soda,Orange Soda,12,500.0,2.33,3.5
52580,Grell's Orange Soda,Orange Soda,24,200.0,1.79,2.68
52581,Griffith's Orange Soda,Orange Soda,24,375.0,1.99,2.98
52582,Grimmjow's Orange Soda,Orange Soda,12,750.0,2.49,3.74
52590,Guts's Orange Soda,Orange Soda,48,100.0,1.65,2.47
52591,Hachiman's Orange Soda,Orange Soda,12,500.0,2.33,3.5
52593,Hanamaru's Orange Soda,Orange Soda,24,200.0,1.78,2.67
52594,Hanayo's Orange Soda,Orange Soda,24,375.0,1.95,2.92
52595,Haruhi's Orange Soda,Orange Soda,12,750.0,2.28,3.42
52596,Haruko's Orange Soda,Orange Soda,12,750.0,2.33,3.5
52597,Hei's Orange Soda,Orange Soda,12,1000.0,2.48,3.72
52598,Hideko's Orange Soda,Orange Soda,6,1750.0,3.08,4.62
52599,Hikaru's Orange Soda,Orange Soda,12,1000.0,2.48,3.72
52653,Saitama's Orange Soda,Orange Soda,48,100.0,1.63,2.45
52656,Sakura's Orange Soda,Orange Soda,12,750.0,2.24,3.5
52806,Himeko's Orange Soda,Orange Soda,12,750.0,2.44,3.66
52808,Hinata's Orange Soda,Orange Soda,6,1750.0,3.1,4.65
52816,Hisoka's Orange Soda,Orange Soda,6,750.0,2.7,4.05
52835,Hitagi's Orange Soda,Orange Soda,6,1750.0,3.1,4.65
53206,Holo's Orange Soda,Orange Soda,12,750.0,2.43,3.65
53210,Homura's Orange Soda,Orange Soda,48,100.0,1.64,2.46
53211,Honoka's Orange Soda,Orange Soda,10,600.0,2.24,3.36
53213,Houtarou's Orange Soda,Orange Soda,24,200.0,1.78,2.67
53214,Howl's Orange Soda,Orange Soda,24,375.0,1.93,2.89
53216,Ichigo's Orange Soda,Orange Soda,12,750.0,2.39,3.58
53218,Ikuto's Orange Soda,Orange Soda,6,1750.0,3.19,4.78
53367,Inori's Orange Soda,Orange Soda,12,1000.0,2.33,3.49
53368,Inuyasha's Orange Soda,Orange Soda,6,1750.0,2.98,4.47
53629,Lucy's Orange Soda,Orange Soda,6,750.0,4.14,6.21
53652,Ippo's Orange Soda,Orange Soda,12,375.0,2.94,4.41
53936,Issei's Orange Soda,Orange Soda,12,1000.0,1.86,4.18
53937,Itachi's Orange Soda,Orange Soda,6,1750.0,2.12,4.77
54056,Joutarou's Orange Soda,Orange Soda,12,750.0,2.26,3.39
54057,Juuzou's Orange Soda,Orange Soda,12,1000.0,2.4,3.6
54436,Kagura's Orange Soda,Orange Soda,12,750.0,2.13,3.19
54444,Kaiji's Orange Soda,Orange Soda,24,375.0,2.0,3.0
54446,Kakashi's Orange Soda,Orange Soda,12,750.0,2.27,3.4
54447,Kallen's Orange Soda,Orange Soda,12,1000.0,2.42,3.63
54448,Kamina's Orange Soda,Orange Soda,6,1750.0,3.09,4.64
54646,Killua's Orange Soda,Orange Soda,12,750.0,2.26,3.39
54647,Kiritsugu's Orange Soda,Orange Soda,12,1000.0,2.4,3.6
54706,Kisuke's Orange Soda,Orange Soda,12,750.0,2.09,3.14
54710,Kanade's Orange Soda,Orange Soda,6,1750.0,2.83,4.25
55066,Konata's Orange Soda,Orange Soda,12,750.0,2.13,3.19
55068,Kosaki's Orange Soda,Orange Soda,6,1750.0,2.91,4.36
55084,Kotarou's Orange Soda,Orange Soda,24,375.0,2.0,3.0
55086,Kotori's Orange Soda,Orange Soda,12,750.0,2.27,3.4
55087,Koyomi's Orange Soda,Orange Soda,12,1000.0,2.42,3.63
55088,Kurisu's Orange Soda,Orange Soda,6,1750.0,3.09,4.64
55106,Kurumi's Orange Soda,Orange Soda,12,750.0,2.17,3.26
55246,Kyou's Orange Soda,Orange Soda,12,750.0,2.24,3.36
55504,Kyouko's Orange Soda,Orange Soda,24,375.0,2.0,3.0
55506,Kyouya's Orange Soda,Orange Soda,12,750.0,1.5,
56004,L's Orange Soda,Orange Soda,10,600.0,2.32,3.48
56005,Lain's Orange Soda,Orange Soda,12,375.0,1.99,2.99
56006,Langley's Orange Soda,Orange Soda,12,750.0,2.12,3.42
56193,Lavi's Orange Soda,Orange Soda,24,200.0,1.78,2.67
56194,Law's Orange Soda,Orange Soda,10,600.0,2.24,3.36
56195,Lelouch's Orange Soda,Orange Soda,24,375.0,1.93,2.9
56196,Levi's Orange Soda,Orange Soda,12,750.0,2.39,3.58
56206,Light's Orange Soda,Orange Soda,12,750.0,2.27,3.4
56366,Luffy's Orange Soda,Orange Soda,12,750.0,2.09,3.14
56666,Madara's Orange Soda,Orange Soda,6,375.0,3.57,5.36
56765,Kaname's Orange Soda,Orange Soda,10,50.0,2.5,3.75
56767,Kanan's Orange Soda,Orange Soda,24,375.0,1.95,2.92
56768,Kanna's Orange Soda,Orange Soda,12,750.0,2.39,3.59
56791,Madoka's Orange Soda,Orange Soda,24,200.0,1.78,2.67
56792,Kaori's Orange Soda,Orange Soda,24,375.0,1.95,2.92
56793,Maes's Orange Soda,Orange Soda,12,750.0,2.39,3.59
56796,Maki's Orange Soda,Orange Soda,24,200.0,1.78,2.67
56797,Mako's Orange Soda,Orange Soda,24,375.0,1.95,2.92
56798,Makoto's Orange Soda,Orange Soda,12,750.0,2.39,3.59
56802,Karma's Orange Soda,Orange Soda,10,600.0,2.5,3.75
56803,Kazuma's Orange Soda,Orange Soda,24,200.0,1.78,2.67
56804,Kazuto's Orange Soda,Orange Soda,24,375.0,1.95,2.92
56805,Keima's Orange Soda,Orange Soda,12,750.0,2.39,3.59
56825,Kanna's Fruit Punch,Fruit Punch,12,750.0,2.13,3.2
56828,Ryuuji's Lime,Lime Soda,6,1750.0,2.63,4.27
56838,Ryuuko's Cool Lime,Lime Soda,6,1750.0,2.91,4.36
56840,Ryuuko's Lime Soda,Lime Soda,6,1750.0,2.48,3.72
56843,Ryuuko's Lime,Lime Soda,6,1750.0,2.38,3.71
56846,Saber's Cool Lime,Lime Soda,6,1750.0,2.34,3.71
56850,Saber's Lime Soda,Lime Soda,6,1750.0,2.48,3.72
56865,Saber's Lime,Lime Soda,6,1750.0,2.91,4.36
56870,Saeko's Cool Lime,Lime Soda,6,1750.0,2.91,4.36
56957,Saeko's Lime Soda,Lime Soda,12,1000.0,2.24,3.36
56958,Saeko's Lime,Lime Soda,6,1750.0,2.81,4.21
57012,Saitama's Cool Lime,Lime Soda,12,1000.0,2.75,4.12
57024,Saitama's Lime Soda,Lime Soda,12,1000.0,2.75,4.12
57026,Saitama's Lime,Lime Soda,12,1000.0,2.75,4.12
57027,Sakura's Cool Lime,Lime Soda,12,1000.0,2.75,4.12
57028,Sakura's Lime Soda,Lime Soda,12,1000.0,2.75,4.12
57051,Sakura's Lime,Lime Soda,12,1000.0,2.08,3.12
57070,Sanji's Cool Lime,Lime Soda,12,750.0,2.06,3.09
57090,Sanji's Lime Soda,Lime Soda,6,1750.0,2.91,4.36
57092,Sanji's Lime,Lime Soda,6,1750.0,2.91,4.36
57120,Sasuke's Cool Lime,Lime Soda,6,1750.0,2.41,3.62
57125,Sasuke's Lime Soda,Lime Soda,6,1750.0,2.35,3.62
57129,Sasuke's Lime,Lime Soda,6,1750.0,2.42,3.63
57144,Satsuki's Cool Lime,Lime Soda,6,1750.0,2.41,3.62
57148,Satsuki's Lime Soda,Lime Soda,6,1750.0,2.41,3.62
57150,Satsuki's Lime,Lime Soda,6,1750.0,2.35,3.62
57157,Sawako's Cool Lime,Lime Soda,6,1750.0,2.35,3.62
57158,Sawako's Lime Soda,Lime Soda,6,1750.0,2.34,3.61
57161,Sawako's Lime,Lime Soda,6,1750.0,2.35,3.62
57168,Sebastian's Cool Lime,Lime Soda,6,1750.0,2.42,3.63
57169,Sebastian's Lime Soda,Lime Soda,24,200.0,1.71,2.56
57174,Sebastian's Lime,Lime Soda,6,1750.0,2.35,3.62
57176,Seijuurou's Cool Lime,Lime Soda,6,1750.0,2.34,3.61
57179,Seijuurou's Lime Soda,Lime Soda,6,1750.0,2.42,3.63
57181,Seijuurou's Lime,Lime Soda,6,1750.0,2.42,3.63
57201,Seijuurou's Energy,Energy Drink,6,1750.0,2.48,3.72
58106,Seira's Cool Lime,Lime Soda,12,750.0,1.99,2.99
58488,Seira's Lime Soda,Lime Soda,6,1750.0,2.7,4.05
58516,Seira's Lime,Lime Soda,24,200.0,1.64,2.46
58548,Sesshoumaru's Cool Lime,Lime Soda,24,200.0,1.64,2.46
58550,Sesshoumaru's Lime Soda,Lime Soda,6,1750.0,2.7,4.05
58758,Sesshoumaru's Lime,Lime Soda,6,1750.0,2.55,3.82
58801,Shana's Cool Lime,Lime Soda,6,1750.0,3.05,4.57
58814,Shana's Lime Soda,Lime Soda,6,1750.0,2.66,3.99
58816,Shana's Lime,Lime Soda,6,1750.0,2.66,3.99
58819,Shikamaru's Cool Lime,Lime Soda,6,1750.0,2.66,3.99
58821,Shikamaru's Lime Soda,Lime Soda,6,1750.0,2.66,3.99
58822,Shikamaru's Lime,Lime Soda,24,200.0,1.67,2.51
58823,Shiki's Cool Lime,Lime Soda,24,200.0,1.67,2.51
58824,Shiki's Lime Soda,Lime Soda,6,1750.0,2.7,4.05
58826,Shiki's Lime,Lime Soda,6,1750.0,2.7,4.05
58828,Shinji's Cool Lime,Lime Soda,6,1750.0,2.7,4.05
58835,Shinji's Lime Soda,Lime Soda,6,800.0,2.15,3.22
58836,Shinji's Lime,Lime Soda,12,750.0,2.15,3.22
58838,Shino's Cool Lime,Lime Soda,6,1750.0,2.66,3.99
58840,Shino's Lime Soda,Lime Soda,6,1750.0,2.66,3.99
58842,Shino's Lime,Lime Soda,6,1750.0,2.66,3.99
58860,Shinobu's Cool Lime,Lime Soda,6,1750.0,2.66,3.99
58863,Shinobu's Lime Soda,Lime Soda,6,1750.0,2.66,3.99
58865,Shinobu's Lime,Lime Soda,6,1750.0,2.73,4.1
58866,Shinya's Cool Lime,Lime Soda,12,750.0,2.15,3.22
58868,Shinya's Lime Soda,Lime Soda,6,1750.0,2.66,3.99
58872,Shinya's Lime,Lime Soda,6,1750.0,2.66,3.99
58873,Shiro's Cool Lime,Lime Soda,6,1750.0,2.66,3.99
58874,Shiro's Lime Soda,Lime Soda,6,1750.0,2.66,3.99
58875,Shiro's Lime,Lime Soda,6,1750.0,2.98,4.47
58876,Shizuo's Cool Lime,Lime Soda,12,750.0,2.4,3.6
58877,Shizuo's Lime Soda,Lime Soda,6,1750.0,2.98,4.47
58878,Shizuo's Lime,Lime Soda,6,1750.0,3.06,4.59
58879,Shougo's Cool Lime,Lime Soda,6,1750.0,2.98,4.47
58882,Shougo's Lime Soda,Lime Soda,6,1750.0,2.66,3.99
58885,Shougo's Lime,Lime Soda,6,1750.0,2.59,3.97
58886,Shouko's Cool Lime,Lime Soda,6,1750.0,2.66,3.99
58888,Shouko's Lime Soda,Lime Soda,6,800.0,2.05,3.08
58890,Shouko's Lime,Lime Soda,6,800.0,2.05,3.08
58892,Shouto's Cool Lime,Lime Soda,6,800.0,2.05,3.08
58893,Shouto's Lime Soda,Lime Soda,6,800.0,2.05,3.08
59037,Shouto's Lime,Lime Soda,12,1000.0,2.11,3.17
59068,Shouyou's Cool Lime,Lime Soda,12,750.0,2.4,3.6
59069,Shouyou's Lime Soda,Lime Soda,6,1750.0,2.98,4.47
59100,Celty's Blueberry Pop,Blueberry Soda,12,750.0,2.13,3.2
59102,Kanna's Berry Mix,Fruit Punch,12,750.0,2.13,3.2
59153,Shouyou's Lime,Lime Soda,6,1750.0,2.84,4.26
59154,Simon's Cool Lime,Lime Soda,6,1750.0,2.84,4.26
59159,Simon's Lime Soda,Lime Soda,6,1750.0,2.84,4.26
59160,Simon's Lime,Lime Soda,6,1750.0,2.84,4.26
59161,Sora's Cool Lime,Lime Soda,6,1750.0,2.84,4.26
59162,Sora's Lime Soda,Lime Soda,6,1750.0,2.91,4.37
59169,Sora's Lime,Lime Soda,6,1750.0,2.91,4.37
59231,Sougo's Cool Lime,Lime Soda,6,1750.0,2.45,3.68
61613,Kanna's Tropical Fruit Punch,Fruit Punch,24,200.0,1.73,2.6
61616,Kaori's Fruit Punch,Fruit Punch,12,750.0,2.21,3.32
61618,Kaori's Berry Mix,Fruit Punch,6,1750.0,2.83,4.24
61752,Sougo's Lime Soda,Lime Soda,6,1750.0,2.98,4.47
62061,Sougo's Lime,Lime Soda,6,1750.0,2.63,3.94
62089,Souma's Cool Lime,Lime Soda,6,1750.0,2.63,3.95
62096,Souma's Lime Soda,Lime Soda,12,750.0,1.5,
62097,Souma's Lime,Lime Soda,12,1000.0,2.13,3.2
62208,Sousuke's Cool Lime,Lime Soda,12,750.0,2.56,3.84
62212,Sousuke's Lime Soda,Lime Soda,12,750.0,2.56,3.84
62369,Sousuke's Lime,Lime Soda,6,1750.0,2.49,4.0
62376,Spike's Cool Lime,Lime Soda,6,1750.0,2.7,4.05
62378,Spike's Lime Soda,Lime Soda,6,1750.0,2.7,4.05
62380,Spike's Lime,Lime Soda,6,1750.0,2.82,4.23
62381,Stampede's Cool Lime,Lime Soda,6,1750.0,2.49,4.0
62382,Stampede's Lime Soda,Lime Soda,6,1750.0,2.7,4.05
62383,Stampede's Lime,Lime Soda,6,1750.0,2.61,4.16
62384,Subaru's Cool Lime,Lime Soda,6,1750.0,2.61,4.16
62387,Subaru's Lime Soda,Lime Soda,6,1750.0,2.56,3.84
62400,Subaru's Lime,Lime Soda,6,1750.0,2.35,3.72
62405,Taiga's Cool Lime,Lime Soda,6,1750.0,2.49,3.74
62420,Taiga's Lime Soda,Lime Soda,6,1750.0,2.49,3.74
62422,Taiga's Lime,Lime Soda,6,1750.0,2.35,3.72
62494,Takashi's Cool Lime,Lime Soda,6,750.0,2.63,3.94
62496,Takashi's Lime Soda,Lime Soda,6,750.0,2.63,3.94
62498,Takashi's Lime,Lime Soda,6,750.0,2.63,3.94
62809,Kaori's Tropical Fruit Punch,Fruit Punch,12,1000.0,3.26,4.89
62837,Takumi's Cool Lime,Lime Soda,6,200.0,2.0,3.0
62838,Takumi's Lime Soda,Lime Soda,6,1750.0,2.28,3.42
62906,Karma's Fruit Punch,Fruit Punch,12,750.0,2.01,3.02
62920,Karma's Berry Mix,Fruit Punch,12,750.0,2.01,3.01
63351,Takumi's Lime,Lime Soda,12,750.0,2.61,3.92
63352,Tamaki's Cool Lime,Lime Soda,6,1750.0,2.98,4.47
63354,Tamaki's Lime Soda,Lime Soda,12,750.0,2.39,3.59
63355,Tamaki's Lime,Lime Soda,12,750.0,2.39,3.59
63356,Tanya's Cool Lime,Lime Soda,6,800.0,2.76,4.14
63357,Tanya's Lime Soda,Lime Soda,12,750.0,2.58,3.87
63358,Tanya's Lime,Lime Soda,12,750.0,2.31,3.47
63359,Tatsuhiro's Cool Lime,Lime Soda,12,750.0,2.61,3.92
63361,Tatsuhiro's Lime Soda,Lime Soda,12,750.0,2.31,3.47
63362,Tatsuhiro's Lime,Lime Soda,12,750.0,2.31,3.47
63363,Tatsuya's Cool Lime,Lime Soda,6,1750.0,2.83,4.24
63364,Tatsuya's Lime Soda,Lime Soda,6,1750.0,2.83,4.24
63510,Tatsuya's Lime,Lime Soda,12,750.0,2.56,3.84
63511,Tetsuya's Cool Lime,Lime Soda,12,750.0,2.56,3.84
63522,Tetsuya's Lime Soda,Lime Soda,6,800.0,2.0,3.0
63528,Tetsuya's Lime,Lime Soda,6,1750.0,2.28,3.42
63530,Tobio's Cool Lime,Lime Soda,6,1750.0,2.28,3.42
63536,Tobio's Lime Soda,Lime Soda,6,1750.0,2.77,4.16
63541,Tobio's Lime,Lime Soda,12,750.0,2.46,3.69
63543,Tomoe's Cool Lime,Lime Soda,12,750.0,2.46,3.69
63545,Tomoe's Lime Soda,Lime Soda,12,750.0,2.46,3.69
63550,Tomoe's Lime,Lime Soda,12,750.0,2.04,3.06
63683,Tomoko's Cool Lime,Lime Soda,6,800.0,2.0,3.0
63694,Tomoko's Lime Soda,Lime Soda,6,1750.0,2.61,3.92
63730,Tomoko's Lime,Lime Soda,6,1750.0,2.98,4.47
63740,Tomoya's Cool Lime,Lime Soda,12,750.0,3.26,4.89
63741,Tomoya's Lime Soda,Lime Soda,12,750.0,3.26,4.89
63745,Tomoya's Lime,Lime Soda,6,1750.0,2.56,3.84
63752,Tomoyo's Cool Lime,Lime Soda,6,1750.0,2.56,3.84
63755,Tomoyo's Lime Soda,Lime Soda,6,1750.0,2.62,3.93
63781,Tomoyo's Lime,Lime Soda,6,1750.0,2.56,3.84
63792,Tooru's Cool Lime,Lime Soda,12,750.0,2.04,3.06
63798,Tooru's Lime Soda,Lime Soda,6,1750.0,2.62,3.93
63810,Tooru's Lime,Lime Soda,6,1750.0,2.56,3.84
63812,Touka's Cool Lime,Lime Soda,6,1750.0,2.56,3.84
63825,Touka's Lime Soda,Lime Soda,12,750.0,2.04,3.06
63865,Touka's Lime,Lime Soda,6,1750.0,2.56,3.84
63894,Toushirou's Cool Lime,Lime Soda,12,750.0,2.04,3.06
63959,Toushirou's Lime Soda,Lime Soda,6,1750.0,2.34,3.51
63963,Toushirou's Lime,Lime Soda,6,1750.0,2.34,3.51
64000,Eri's Ginger Soda,Ginger Ale,12,750.0,4.55,6.82
64016,Eri's Ginger Ale,Ginger Ale,12,750.0,2.79,4.19
64017,Eri's Plum and Ginger,Ginger Ale,12,750.0,2.83,4.24
64098,Eri's Ginger Beer,Ginger Ale,6,750.0,3.05,4.57
64121,Eri's Golden Ginger Ale,Ginger Ale,6,750.0,3.99,5.99
64126,Karma's Tropical Fruit Punch,Fruit Punch,12,750.0,3.45,5.18
64135,Yato's Lime,Lime Soda,12,375.0,2.42,3.63
64136,Yoko's Cool Lime,Lime Soda,12,750.0,3.38,5.07
64138,Erena's Ginger Soda,Ginger Ale,6,1750.0,4.34,6.51
64147,Eru's Ginger Soda,Ginger Ale,6,750.0,3.3,4.95
64336,Eru's Ginger Ale,Ginger Ale,12,750.0,4.22,6.33
64356,Eru's Plum and Ginger,Ginger Ale,6,750.0,3.6,5.4
